bedroom,bathrooms,area,furnishing,floor_number,parking,powerbackup,gate_community,location,rent,location_encoded,furnishing_encoded
2,2,860.0,Semifurnished,1,1,2,Yes,Ideal Spacio,17000.0,111,1
1,1,420.0,Unfurnished,6,1,2,Yes,Magarpatta Heliconia,15000.0,171,2
2,2,0.0,Unfurnished,1,1,2,Yes,Majestique Magnum,10000.0,176,2
1,1,322.0,Unfurnished,2,1,0,No,Xrbia Hinjewadi,5400.0,339,2
1,1,0.0,Unfurnished,0,1,0,No,Ghorpadi,8000.0,89,2
2,2,0.0,Semifurnished,1,1,2,Yes,AG Imperial Towers,18000.0,2,1
1,1,0.0,Unfurnished,2,0,0,Yes,Kharadi,7000.0,134,2
2,2,0.0,Semifurnished,1,1,2,Yes,K Raheja Vistas Premiere,29000.0,115,1
2,1,0.0,Furnished,0,1,0,No,Adarsh Colony,30000.0,8,0
3,3,1300.0,Unfurnished,3,1,2,Yes,Sudhir Mandke Advantage Homes,28000.0,303,2
2,2,0.0,Unfurnished,1,1,2,Yes,Megapolis Sangria Towers,17500.0,194,2
1,1,0.0,Unfurnished,4,1,0,No,Swaraj Residency,9500.0,306,2
3,3,0.0,Semifurnished,1,1,0,Yes,Megapolis Sangria Hinjewadi,35000.0,193,1
1,1,550.0,Unfurnished,7,1,2,Yes,Raheja Vista Phase 3,12000.0,265,2
3,3,1450.0,Unfurnished,1,2,2,Yes,Pristine Prism,31000.0,257,2
2,2,1000.0,Semifurnished,5,1,0,No,Marvel Ganga Fria Phase 1,15500.0,190,1
1,1,0.0,Unfurnished,5,1,1,No,Whistling Palms,13000.0,337,2
2,2,810.0,Unfurnished,3,1,2,Yes,Kolte Patil Downtown Langston,23500.0,142,2
1,2,440.0,Furnished,2,1,1,Yes,Kohinoor Tinsel County,20000.0,136,0
2,2,0.0,Semifurnished,1,2,1,Yes,Essen Aishwaryam Comfort,18500.0,67,1
3,3,1100.0,Furnished,1,1,2,Yes,Bhandari Savannah,20000.0,37,0
4,5,2500.0,Furnished,9,2,1,Yes,Vascon Marigold,91000.0,323,0
1,1,475.0,Unfurnished,5,1,1,Yes,Goel Ganga Constella,16000.0,96,2
1,2,600.0,Unfurnished,5,1,2,Yes,Nyati Eternity,11000.0,222,2
2,2,750.0,Unfurnished,9,1,0,No,Megapolis Sparklet,18000.0,195,2
1,2,500.0,Unfurnished,2,0,0,No,Siddhi The Address,10000.0,297,2
5,5,0.0,Unfurnished,0,1,0,No,Kalyani Nagar,24768.73599,125,2
1,1,612.0,Unfurnished,0,1,2,No,Ram Society,11000.0,270,2
2,2,0.0,Unfurnished,6,1,0,No,Devi Sacred Heart Town,23000.0,57,2
4,4,0.0,Furnished,4,3,2,Yes,Clover Highlands,75000.0,51,0
3,3,1420.0,Semifurnished,1,1,2,Yes,Ganga Platino,32000.0,82,1
1,1,380.0,Unfurnished,0,0,0,No,Dhankawadi,7000.0,58,2
2,2,0.0,Unfurnished,7,1,2,Yes,Kolte Patil Western Avenue,19000.0,146,2
1,1,0.0,Unfurnished,0,1,0,No,Manjari Budruk,6000.0,180,2
1,2,900.0,Furnished,7,1,0,No,GK Royale Hills,15400.0,76,0
1,1,550.0,Semifurnished,1,1,2,Yes,Amanora Trendy Homes,16000.0,19,1
2,2,68.57,Unfurnished,8,1,2,Yes,TCG The Cliff Garden,13500.0,307,2
1,1,500.0,Unfurnished,2,1,0,Yes,Rakshak Nagar Society,10000.0,269,2
2,2,957.0,Unfurnished,1,1,1,Yes,Kolte Patil Western Avenue,19000.0,146,2
1,1,250.0,Unfurnished,2,1,0,No,nul,8000.0,341,2
3,3,0.0,Semifurnished,7,1,2,No,Kalpataru Estate,25000.0,120,1
2,2,0.0,Unfurnished,9,1,0,No,Geras Song Of Joy,27000.0,88,2
1,1,0.0,Unfurnished,4,0,0,No,Manjari Budruk,6000.0,180,2
1,1,460.0,Semifurnished,5,1,1,Yes,Saarrthi Sovereign,13000.0,284,1
1,1,0.0,Unfurnished,0,1,0,No,On Req,11000.0,226,2
1,1,0.0,Unfurnished,0,0,0,No,Kondhwa Budruk,3000.0,148,2
3,3,905.68,Semifurnished,5,1,1,Yes,Siddhashila Eela,17000.0,296,1
2,2,584.0,Unfurnished,8,1,2,No,TCG The Cliff Garden,11999.0,307,2
2,2,850.0,Unfurnished,3,1,1,No,Splendour County,17000.0,302,2
2,2,0.0,Furnished,4,1,0,No,ITrend Homes,25000.0,110,0
1,1,450.0,Unfurnished,3,1,2,Yes,Paranjape Blue Ridge,14000.0,236,2
2,2,907.0,Unfurnished,7,1,2,Yes,Bramhacorp F Residences,23000.0,45,2
2,2,0.0,Semifurnished,5,1,2,Yes,Ashtavinayak Aster,13000.0,25,1
3,3,1200.0,Unfurnished,3,1,2,Yes,GK Roseland Residency,22000.0,75,2
2,2,600.0,Semifurnished,4,1,1,No,Celestial City,15000.0,47,1
2,2,0.0,Furnished,7,1,2,Yes,Panchshil Satellite Towers,57000.0,231,0
1,1,0.0,Semifurnished,1,1,0,No,Hadapsar,7000.0,105,1
1,1,0.0,Unfurnished,1,0,0,No,Lohegaon,4000.0,162,2
2,2,0.0,Furnished,3,1,1,Yes,Kolte Patil Downtown Langston,28000.0,142,0
3,3,10000.0,Furnished,4,1,0,Yes,Pride Regency,42000.0,254,0
1,1,0.0,Semifurnished,5,0,0,Yes,Raviraj Rakshaknagar Gold,15000.0,274,1
2,2,0.0,Semifurnished,4,0,0,No,Warje,15000.0,336,1
3,3,1100.0,Semifurnished,1,2,1,Yes,Kalpataru Serenity,28000.0,122,1
3,5,200.0,Furnished,2,3,2,Yes,Marvel Sangria,42000.0,191,0
1,1,700.0,Unfurnished,0,0,0,No,Wadgaon Sheri,11000.0,333,2
2,2,0.0,Unfurnished,2,1,0,No,Arihant Venkateshwara Green City,15000.0,24,2
2,2,780.0,Semifurnished,1,1,2,Yes,Nanded City,15000.0,209,1
1,1,470.0,Furnished,1,2,0,No,Sasane Nagar,11000.0,292,0
1,1,700.0,Semifurnished,1,1,0,Yes,On Req,10000.0,226,1
2,2,0.0,Semifurnished,2,0,2,Yes,Xrbia Hinjewadi,8000.0,339,1
3,3,1414.0,Semifurnished,1,1,2,Yes,Kalpataru Splendour,24005.0,123,1
1,1,540.0,Unfurnished,5,1,2,Yes,Indraprabha Society,8000.0,112,2
2,2,635.0,Unfurnished,6,1,0,No,Tata La Montana,8000.0,310,2
2,2,820.0,Unfurnished,7,1,2,Yes,Nyati Equatorial,16000.0,219,2
2,2,800.0,Unfurnished,6,1,1,Yes,Majestique City,10999.0,175,2
2,2,0.0,Semifurnished,2,1,2,Yes,Rohan Mithila,29000.0,278,1
4,5,3040.0,Semifurnished,4,1,2,Yes,Panchshil One North,24768.73599,230,1
1,1,0.0,Unfurnished,1,0,0,No,Nirmal Township,10000.0,215,2
1,1,440.0,Unfurnished,1,0,0,No,Maharashtra Housing Board,13500.0,172,2
1,1,350.0,Semifurnished,3,1,0,No,Vishrant Housing Society,8000.0,330,1
2,2,890.0,Semifurnished,4,1,1,Yes,Kolte Patil Green Acres,20000.0,143,1
3,3,1052.0,Semifurnished,5,1,1,Yes,Peninsula Ashok Meadows,24000.0,242,1
1,1,0.0,Semifurnished,1,0,1,Yes,Paranjape Blue Ridge,16000.0,236,1
3,3,0.0,Unfurnished,3,1,2,Yes,Godrej Infinity,28000.0,94,2
1,1,0.0,Unfurnished,0,1,0,No,Ghorpadi,10000.0,89,2
1,1,550.0,Semifurnished,1,0,0,Yes,Kate Puram,12000.0,131,1
2,2,950.0,Semifurnished,9,0,1,Yes,Kolte Patil Downtown Langston,23000.0,142,1
3,3,1500.0,Unfurnished,3,1,2,Yes,Raheja Vistas Phase 2,25500.0,266,2
3,4,0.0,Unfurnished,5,1,1,Yes,Lunkad Sky Vie,45000.0,164,2
2,2,716.0,Unfurnished,4,1,1,No,Siddhashila Eela,14000.0,296,2
1,1,950.0,Unfurnished,0,1,2,No,Ram Society,13000.0,270,2
1,1,36.72,Semifurnished,4,2,1,Yes,Siddhashila Eela,11000.0,296,1
1,1,550.0,Unfurnished,1,0,0,No,On req,11000.0,227,2
1,1,549.0,Unfurnished,0,0,0,No,Thite Nagar,10400.0,315,2
2,2,1000.0,Furnished,1,1,0,No,Panchshil Satellite Towers,38500.0,231,0
3,3,0.0,Furnished,1,1,2,Yes,Kolte Patil 24K Glamore,35000.0,139,0
3,3,0.0,Furnished,6,1,0,Yes,Om The Island,20000.0,224,0
2,2,800.0,Semifurnished,4,1,1,Yes,Kalpataru Splendour,16000.0,123,1
2,2,800.0,Unfurnished,8,1,2,Yes,Kolte Patil Western Avenue,16000.0,146,2
2,2,0.0,Semifurnished,1,1,0,No,Mont Vert Vesta,7000.0,205,1
2,2,0.0,Semifurnished,1,1,2,Yes,Kumar Pebble Park,15000.0,154,1
3,3,1410.0,Semifurnished,1,1,0,No,Mittal Sun Sapphire,25000.0,203,1
1,1,318.0,Furnished,0,1,2,Yes,Xrbia City,6700.0,338,0
2,2,600.0,Semifurnished,1,1,1,Yes,TCG The Cliff Garden,12500.0,307,1
2,2,650.0,Unfurnished,0,1,2,No,Xrbia City,15000.0,338,2
3,3,1200.0,Unfurnished,1,1,2,Yes,Megapolis Splendour,16000.0,196,2
1,1,0.0,Unfurnished,0,1,0,No,Aple Ghar Society,7500.0,23,2
2,2,1000.0,Semifurnished,8,1,0,Yes,Kunal Aspiree,28000.0,158,1
2,2,900.0,Unfurnished,7,1,1,Yes,Bramha Majestic,19000.0,42,2
3,3,1250.0,Unfurnished,2,1,2,Yes,Paranjape Blue Ridge,20001.0,236,2
1,1,590.0,Unfurnished,5,1,0,No,Nivasa Udaan,12000.0,216,2
2,3,1000.0,Unfurnished,8,1,1,Yes,Kolte Patil Western Avenue,20000.0,146,2
2,2,890.0,Unfurnished,2,1,0,Yes,Vasant Utsav,17000.0,322,2
3,3,1014.0,Unfurnished,5,1,2,Yes,Kolte Patil Life Republic,17000.0,145,2
3,2,836.0,Unfurnished,1,2,2,Yes,Vilas Javdekar Yashwin Hinjewadi,18500.0,327,2
1,2,0.0,Unfurnished,0,0,0,No,Keshav Nagar,8000.0,133,2
1,2,450.0,Furnished,5,1,0,Yes,GK Silverland Residency Phase 1,16000.0,77,0
1,1,500.0,Semifurnished,1,1,2,Yes,Paranjape Blue Ridge,16500.0,236,1
1,1,500.0,Unfurnished,1,1,2,Yes,Venkatesh Graffiti,16000.0,325,2
1,1,0.0,Unfurnished,1,1,0,Yes,Hermes Heritage,15000.0,107,2
2,2,875.0,Semifurnished,4,1,1,Yes,Gandhi Bafna Ayaan,16000.0,81,1
2,2,0.0,Semifurnished,6,1,2,Yes,Greenland Society,19000.0,104,1
2,2,0.0,Furnished,1,0,0,No,Ideal Spacio,22000.0,111,0
2,2,610.0,Unfurnished,7,1,2,Yes,Kohinoor Tinsel County,17000.0,136,2
3,3,0.0,Unfurnished,1,1,0,Yes,Megapolis Splendour,21000.0,196,2
2,2,0.0,Semifurnished,5,1,1,Yes,Majestique Vanalika,9000.0,178,1
1,1,0.0,Unfurnished,0,0,0,No,Undri,8500.0,319,2
1,1,0.0,Unfurnished,5,1,0,Yes,Magarpatta Heliconia,16000.0,171,2
2,2,915.0,Semifurnished,4,1,2,Yes,Rohan Mithila,23000.0,278,1
2,2,0.0,Unfurnished,1,1,2,Yes,Bramhacorp F Residences,30000.0,45,2
2,2,0.0,Semifurnished,9,1,0,Yes,Nyati Elan,15000.0,217,1
1,2,318.0,Unfurnished,0,1,2,Yes,Xrbia City,5600.0,338,2
3,3,2000.0,Unfurnished,0,1,2,Yes,Hermes Heritage,40000.0,107,2
3,3,1500.0,Unfurnished,1,1,2,Yes,Kolte Patil Green Acres,33500.0,143,2
2,2,907.0,Unfurnished,3,1,2,Yes,Bramhacorp F Residences,29000.0,45,2
2,2,770.0,Furnished,1,1,2,Yes,Megapolis Sparklet,18000.0,195,0
1,1,451.0,Semifurnished,1,1,2,No,Kolte Patil Life Republic,13000.0,145,1
2,3,794.0,Unfurnished,7,1,2,Yes,Dheeraj Jade Residences,13000.0,60,2
1,1,318.0,Semifurnished,0,1,2,Yes,Xrbia City,6650.0,338,1
1,1,0.0,Furnished,5,1,0,No,Amanora Metro Towers,18000.0,16,0
1,1,450.0,Unfurnished,6,1,2,Yes,Pristine Prolife,13000.0,258,2
2,2,0.0,Semifurnished,7,1,1,Yes,Whistling Palms,18500.0,337,1
2,2,600.0,Semifurnished,9,1,0,Yes,Kumar Primavera,20000.0,156,1
1,1,610.0,Unfurnished,3,1,1,No,Dighi,9000.0,61,2
1,1,0.0,Unfurnished,0,0,0,No,Hadapsar,5500.0,105,2
3,3,1101.0,Unfurnished,4,2,2,No,AG Imperial Towers,22000.0,2,2
1,1,550.0,Unfurnished,4,1,2,Yes,Magarpatta Heliconia,13000.0,171,2
1,1,318.0,Furnished,9,1,0,Yes,Xrbia Hinjewadi,7000.0,339,0
3,3,1400.0,Furnished,5,1,0,No,Kolte Patil Green Acres,38000.0,143,0
1,1,0.0,Semifurnished,2,1,1,Yes,Karia Konark Nagar,15000.0,127,1
2,2,856.0,Unfurnished,5,1,2,Yes,Rama Capriccio,15000.0,271,2
3,3,0.0,Furnished,1,1,2,No,Pristine Prism,40000.0,257,0
1,1,554.0,Semifurnished,5,1,1,Yes,Kumar Paradise,16000.0,152,1
1,1,485.0,Semifurnished,5,1,1,Yes,Karia Konark Campus,14500.0,126,1
1,1,550.0,Unfurnished,2,0,0,No,Manjari Budruk,7000.0,180,2
1,1,0.0,Semifurnished,2,1,0,No,Magarpatta Heliconia,14000.0,171,1
3,3,0.0,Semifurnished,1,1,2,Yes,Om The Island,23000.0,224,1
3,3,1378.0,Semifurnished,1,1,2,Yes,Kohinoor Tinsel Town Phase 2,25000.0,138,1
2,2,0.0,Semifurnished,1,0,0,No,Kalewadi,20000.0,119,1
3,3,0.0,Unfurnished,2,1,2,Yes,Goel Hari Ganga,27000.0,100,2
1,1,0.0,Unfurnished,0,1,0,No,Lohegaon,6500.0,162,2
2,2,973.0,Unfurnished,4,1,1,No,Micasaa Apartments,11000.0,198,2
2,2,1100.0,Semifurnished,9,1,2,Yes,Magarpatta City Jasminium,21000.0,169,1
2,2,0.0,Furnished,0,1,2,Yes,Rohan Mithila,30000.0,278,0
1,1,650.0,Furnished,4,1,1,Yes,Neco Gardens,18000.0,211,0
2,1,0.0,Semifurnished,0,1,0,No,Vadgaon Sheri,16000.0,320,1
2,2,801.0,Semifurnished,1,1,2,Yes,Nyati Equatorial,19000.0,219,1
1,1,300.0,Unfurnished,2,1,0,Yes,Sai Satyam Park,4500.0,287,2
2,2,0.0,Furnished,1,0,0,No,Kothrud,20000.0,149,0
2,2,988.0,Semifurnished,5,1,2,Yes,Ganga Platino,25000.0,82,1
3,2,1000.0,Furnished,4,1,0,Yes,Megapolis Sunway,25000.0,197,0
3,3,1200.0,Unfurnished,1,1,1,No,Pride World City,24000.0,255,2
2,2,109.0,Unfurnished,1,1,0,No,Nandan Inspera,24000.0,208,2
3,3,1350.0,Semifurnished,7,2,0,No,Omega Paradise Phase 2,25000.0,225,1
3,3,0.0,Semifurnished,4,1,0,No,Gangadham Apartment,23000.0,83,1
3,3,1050.0,Semifurnished,8,1,1,Yes,Kolte Patil Western Avenue,24500.0,146,1
2,2,67.94,Unfurnished,7,1,0,No,Goel Ganga Legend County,19000.0,97,2
2,2,830.0,Semifurnished,1,1,0,Yes,Kolte Patil Life Republic,15500.0,145,1
3,3,0.0,Semifurnished,1,2,0,No,Pegasus Megapolis Mystic,19900.0,241,1
2,2,826.0,Unfurnished,8,1,1,Yes,Nyati Elysia,20000.0,218,2
3,3,0.0,Unfurnished,3,1,0,No,Paranjape Blue Ridge,30000.0,236,2
3,4,1750.0,Furnished,3,2,2,No,Tata Housing Blue Hills,55000.0,309,0
1,1,450.0,Unfurnished,0,1,0,No,Manjari Budruk,4000.0,180,2
1,1,0.0,Unfurnished,1,0,0,No,Hadapsar,4500.0,105,2
2,2,750.0,Semifurnished,6,1,2,No,DSK Gandhakosh,23000.0,55,1
2,2,850.0,Furnished,3,1,1,Yes,Devi Sacred Heart Town,23000.0,57,0
3,3,1400.0,Unfurnished,5,1,2,Yes,Brahma Aangan,25000.0,39,2
2,2,0.0,Unfurnished,8,0,0,No,ITrend Homes,13000.0,110,2
1,1,0.0,Semifurnished,0,0,0,No,Pimple Gurav,11000.0,246,1
2,2,1300.0,Furnished,6,1,0,Yes,Vascon Marigold,45000.0,323,0
3,3,0.0,Semifurnished,1,2,2,Yes,Nyati Elysia,29000.0,218,1
2,2,796.0,Semifurnished,2,1,2,Yes,Rohan Abhilasha,14000.0,276,1
2,2,0.0,Unfurnished,5,0,2,Yes,Magarpatta City Jasminium,17999.0,169,2
2,2,0.0,Furnished,1,1,1,Yes,Megapolis Sangria Hinjewadi,20000.0,193,0
1,1,440.0,Furnished,1,1,2,Yes,Paranjape Blue Ridge,14000.0,236,0
1,1,400.0,Furnished,7,1,2,Yes,Amanora Metro Towers,13000.0,16,0
2,2,988.0,Unfurnished,1,1,0,Yes,Megapolis Sparklet,15000.0,195,2
3,3,0.0,Semifurnished,6,1,0,No,Marvel Ganga Fria Phase 1,24000.0,190,1
4,5,3500.0,Semifurnished,1,2,0,No,Marvel Zephyr,70000.0,192,1
1,1,0.0,Unfurnished,0,1,0,No,Bhosari,5800.0,38,2
3,3,1250.0,Semifurnished,4,0,1,Yes,GK Roseland Residency,21000.0,75,1
2,2,800.0,Unfurnished,3,1,0,No,Majestique Manhattan,12500.0,177,2
1,2,451.0,Unfurnished,1,1,2,Yes,Kolte Patil Life Republic,12000.0,145,2
2,2,960.0,Semifurnished,5,1,1,Yes,Geras Song Of Joy,26000.0,88,1
2,2,784.0,Semifurnished,6,1,0,No,Kingsbury at Pride World City,16000.0,135,1
1,1,300.0,Unfurnished,3,0,0,No,Pashan,6500.0,239,2
1,1,0.0,Furnished,3,1,0,No,Katraj,9000.0,132,0
1,1,600.0,Unfurnished,2,1,2,Yes,Shanta Niketan Housing Society,13000.0,294,2
3,3,1250.0,Furnished,8,1,0,No,Kolte Patil Life Republic,20000.0,145,0
2,2,729.0,Semifurnished,6,0,1,Yes,Rama Melange Residences,18000.0,272,1
2,2,850.0,Unfurnished,4,0,0,No,Dreams Aakruti,15000.0,63,2
1,1,451.0,Semifurnished,7,1,0,Yes,Kolte Patil Life Republic,11000.0,145,1
2,2,780.0,Unfurnished,4,1,2,Yes,Rama Capriccio,16000.0,271,2
3,3,1050.0,Semifurnished,4,1,0,No,Kalpataru Estate,21000.0,120,1
2,2,0.0,Furnished,5,2,0,No,Marvel Cerise,38000.0,188,0
3,3,1248.0,Unfurnished,1,1,2,Yes,Kunal Aspiree,27000.0,158,2
3,2,1090.0,Unfurnished,8,1,1,Yes,Celestial City,16000.0,47,2
2,2,0.0,Semifurnished,3,1,0,No,Karve Nagar,23000.0,129,1
2,2,980.0,Furnished,3,1,2,Yes,Goel Ganga Orchard,24000.0,98,0
2,1,0.0,Unfurnished,0,0,2,No,Dighi,12000.0,61,2
2,1,0.0,Semifurnished,2,0,0,No,Lohegaon,9000.0,162,1
1,2,530.0,Furnished,3,1,2,Yes,DSK Sundarban Phase 1,18000.0,56,0
1,1,0.0,Unfurnished,1,1,0,No,Karve Nagar,4500.0,129,2
1,1,450.0,Unfurnished,3,0,1,Yes,Swaraj Residency,8000.0,306,2
2,2,4859.0,Unfurnished,7,1,1,Yes,Majestique Manhattan,11500.0,177,2
1,1,0.0,Semifurnished,3,1,0,No,Vivanta Life Vishakha,14000.0,332,1
1,1,0.0,Furnished,6,0,0,No,Hermes Heritage,21000.0,107,0
1,1,450.0,Furnished,5,0,2,Yes,Mittal Parkwayz,14000.0,200,0
2,2,630.0,Semifurnished,1,1,2,Yes,Vilas Javdekar Yashwin Hinjewadi,14500.0,327,1
2,2,800.0,Semifurnished,1,0,0,No,Kolte Patil Life Republic,15000.0,145,1
3,3,0.0,Semifurnished,6,1,0,Yes,GK Dwarkadheesh Residency,24000.0,73,1
2,1,0.0,Semifurnished,0,1,0,No,Adarsh Colony,30000.0,8,1
2,2,0.0,Semifurnished,7,1,2,No,Amanora Park Town,14000.0,18,1
2,2,900.0,Unfurnished,7,1,0,Yes,KBD Palladion,18000.0,117,2
2,2,950.0,Semifurnished,5,1,2,Yes,Nyati Elysia,20000.0,218,1
1,1,610.0,Semifurnished,6,0,1,Yes,Hermes Heritage,16500.0,107,1
4,5,0.0,Furnished,6,2,2,Yes,Tata Housing Blue Hills,80000.0,309,0
4,4,0.0,Semifurnished,2,1,2,Yes,Panchshil One North,24768.73599,230,1
3,3,94.5,Furnished,1,1,2,Yes,Elina Living,33000.0,66,0
3,2,900.0,Semifurnished,4,1,1,Yes,Kalpataru Splendour,21000.0,123,1
1,1,0.0,Semifurnished,5,1,2,Yes,Amanora Park Town,17000.0,18,1
2,2,950.0,Semifurnished,1,1,2,Yes,Amanora Trendy Homes,17000.0,19,1
2,2,992.0,Semifurnished,1,1,0,Yes,Bhandari Savannah,13000.0,37,1
1,1,319.0,Unfurnished,3,1,2,No,Xrbia Hinjewadi,4400.0,339,2
2,2,723.0,Furnished,1,1,2,Yes,Palm Atlantis,14000.0,228,0
2,2,0.0,Semifurnished,3,1,2,Yes,K Raheja Gardens,25000.0,114,1
3,3,1350.0,Unfurnished,6,1,2,Yes,Sudhir Mandke Advantage Homes,27000.0,303,2
1,1,436.0,Unfurnished,4,0,0,Yes,K Raheja Gardens,12500.0,114,2
2,2,836.0,Semifurnished,4,1,2,Yes,Rohan Abhilasha,14500.0,276,1
2,2,1100.0,Unfurnished,1,1,2,Yes,K Raheja Vistas Premiere,26000.0,115,2
1,2,0.0,Semifurnished,1,1,0,No,Konark Kinara,18000.0,147,1
2,2,1200.0,Semifurnished,3,1,2,Yes,Rohan Mithila,30000.0,278,1
1,2,900.0,Semifurnished,1,1,1,Yes,Cozy Homes,12000.0,53,1
1,1,0.0,Unfurnished,0,1,0,No,Kalwad Wasti,8000.0,124,2
2,2,0.0,Semifurnished,3,1,2,Yes,7 Plumeria Drive,20000.0,1,1
2,2,965.0,Furnished,8,1,2,Yes,Sancheti Mount n Glory,23000.0,290,0
2,2,1066.0,Semifurnished,1,1,2,Yes,Pudumjee Greens,21000.0,259,1
2,2,1000.0,Semifurnished,3,0,2,Yes,Rohan Mithila,29000.0,278,1
1,1,0.0,Semifurnished,2,1,0,No,Undri,8000.0,319,1
3,3,1300.0,Semifurnished,1,2,1,Yes,Mont Vert Seville,20000.0,204,1
2,2,0.0,Unfurnished,5,0,0,No,Dreams Elina,11000.0,64,2
3,2,950.0,Unfurnished,1,1,1,Yes,Duville Riverdale Heights,27000.0,65,2
3,3,1580.0,Furnished,2,1,2,Yes,Tata Housing Blue Hills,55000.0,309,0
2,2,750.0,Semifurnished,1,1,2,Yes,Amanora Neo Towers,24000.0,17,1
3,3,1309.0,Unfurnished,7,1,2,Yes,Kalpataru Estate,23000.0,120,2
2,2,0.0,Unfurnished,0,1,0,No,Dhanori,12500.0,59,2
2,2,1000.0,Semifurnished,1,1,2,Yes,Amanora Future Towers,25000.0,15,1
1,1,530.0,Unfurnished,5,1,2,Yes,TCG The Cliff Garden,10800.0,307,2
3,2,1150.0,Semifurnished,1,0,0,Yes,Hermes Heritage,35000.0,107,1
2,2,850.0,Semifurnished,2,1,0,No,Bhandari Savannah,15000.0,37,1
2,2,425.0,Unfurnished,2,1,0,No,Xrbia Hinjewadi,6500.0,339,2
4,4,2600.0,Furnished,5,1,1,Yes,Shirine Garden,80000.0,295,0
3,3,1215.0,Semifurnished,7,1,2,Yes,Megapolis Sangria Towers,25000.0,194,1
2,2,0.0,Semifurnished,1,1,0,No,TCG The Cliff Garden,16000.0,307,1
2,2,0.0,Semifurnished,5,0,0,Yes,Raviraj Rakshaknagar Gold,16000.0,274,1
2,2,850.0,Semifurnished,4,1,1,Yes,Sudhir Mandke Advantage Homes,24000.0,303,1
1,1,475.0,Semifurnished,2,0,2,Yes,Gangadham Apartment,13000.0,83,1
1,1,318.0,Unfurnished,2,1,0,Yes,Xrbia Hinjewadi,5550.0,339,2
1,1,0.0,Unfurnished,0,1,0,No,Phursungi,5000.0,245,2
1,1,0.0,Semifurnished,3,1,1,Yes,Bramha Avenue,13000.0,40,1
2,2,0.0,Unfurnished,1,1,0,No,Vilas Yashone,10000.0,328,2
1,1,0.0,Unfurnished,5,0,0,No,Hadapsar,6000.0,105,2
4,4,0.0,Semifurnished,4,0,0,No,Flower Valley Apartment,50000.0,68,1
1,1,495.0,Unfurnished,1,1,2,Yes,Paranjape Blue Ridge,12000.0,236,2
3,2,835.0,Unfurnished,1,1,2,No,Aishwaryam Hamara,14000.0,11,2
3,3,1330.0,Furnished,1,1,2,Yes,Pudumjee Greens,35000.0,259,0
2,2,712.0,Unfurnished,8,1,1,No,Pharande Puneville,14500.0,243,2
4,5,0.0,Furnished,3,3,2,No,Panchshil One North,24768.73599,230,0
1,1,0.0,Unfurnished,1,0,0,No,Wagholi,4500.0,334,2
3,3,1500.0,Unfurnished,1,1,1,Yes,Nyati Estate,25000.0,220,2
3,2,0.0,Semifurnished,1,1,0,No,Megapolis Sangria Hinjewadi,20000.0,193,1
3,3,1700.0,Furnished,3,1,2,Yes,Kolte Patil Green Acres,32000.0,143,0
2,2,600.0,Semifurnished,4,1,2,Yes,Atul Westernhills,13000.0,27,1
3,3,1200.0,Semifurnished,3,0,2,Yes,Karia Konark Orchid,22000.0,128,1
3,3,0.0,Semifurnished,2,1,0,No,Hari Ganga,31000.0,106,1
1,1,0.0,Unfurnished,0,1,1,No,Kharadi,6500.0,134,2
1,2,650.0,Unfurnished,0,1,0,Yes,Lohegaon,8000.0,162,2
1,1,450.0,Unfurnished,3,1,1,Yes,K Raheja Gardens,15000.0,114,2
1,1,585.0,Semifurnished,1,1,0,Yes,Shanta Niketan Housing Society,13000.0,294,1
2,2,790.0,Semifurnished,1,1,1,Yes,Nyati Elysia,25000.0,218,1
1,1,0.0,Semifurnished,1,1,0,No,Kharadi,5500.0,134,1
2,2,0.0,Semifurnished,2,1,0,Yes,Aishwaryam Courtyard,13000.0,10,1
2,1,500.0,Semifurnished,9,1,2,Yes,Amanora Victory Tower,16000.0,20,1
2,2,55.31,Unfurnished,1,1,2,Yes,ARV Imperia,8500.0,4,2
2,2,780.0,Semifurnished,1,1,1,Yes,Siddhashila Eela,14000.0,296,1
1,1,600.0,Unfurnished,0,1,0,No,Lohegaon,7000.0,162,2
1,1,0.0,Unfurnished,2,1,1,Yes,Duville Riverdale Heights,14000.0,65,2
2,2,760.0,Semifurnished,3,1,0,Yes,Essen Aishwaryam Comfort,18000.0,67,1
3,3,0.0,Semifurnished,3,2,1,Yes,Tuscan Estate Signature Meadows,27500.0,318,1
3,4,1400.0,Furnished,1,2,2,No,Tuscan Estate Signature Meadows,40000.0,318,0
3,3,1500.0,Unfurnished,3,1,2,Yes,Bramha Exuberance,28000.0,41,2
3,3,1400.0,Unfurnished,7,1,2,Yes,Sudhir Mandke Advantage Homes,18000.0,303,2
2,2,970.0,Semifurnished,1,2,2,Yes,Aishwaryam Ventures,18000.0,12,1
3,3,0.0,Semifurnished,1,1,2,Yes,Nyati Elysia,28000.0,218,1
2,2,0.0,Unfurnished,6,1,0,No,Megapolis Sangria Towers,23000.0,194,2
1,1,650.0,Semifurnished,1,1,1,Yes,Shahu Colony,12650.0,293,1
2,2,750.0,Furnished,7,1,2,Yes,Mittal Pebbles High Mont,18000.0,201,0
2,2,0.0,Semifurnished,5,2,1,Yes,Dreams Elina,14000.0,64,1
2,2,0.0,Unfurnished,5,1,1,Yes,Rohan Mithila,21000.0,278,2
