Area_sqft,Location,BHK,Parking,Gym,Pool,Lift,PowerBackup,AC,Rent_Monthly
900,Talegaon,2,9,9,9,9,9,9,33000.0
685,Kothrud,1,9,9,9,9,9,9,37500.0
1050,Kothrud,2,9,9,9,9,9,9,15900.0
1390,Kothrud,3,9,9,9,9,9,9,9300.0
1390,Kothrud,3,9,9,9,9,9,9,9000.0
520,Kothrud,2,9,9,9,9,9,9,30900.0
630,Virar,1,9,9,9,9,9,9,30000.0
560,Virar,1,9,9,9,9,9,9,44400.0
470,Shivajinagar,1,9,9,9,9,9,9,26000.0
396,Shivajinagar,1,9,9,9,9,9,9,25700.0
459,Shivajinagar,1,9,9,9,9,9,9,35400.0
674,Shivajinagar,2,9,9,9,9,9,9,13800.0
394,Shivajinagar,1,9,9,9,9,9,9,82500.0
390,Shivajinagar,1,9,9,9,9,9,9,82500.0
684,Wakad,2,9,9,9,9,9,9,43500.0
975,Talegaon,2,9,9,9,9,9,9,52800.0
2200,Jogeshwari West,4,9,9,9,9,9,9,42000.0
2200,Jogeshwari West,4,9,9,9,9,9,9,37800.0
649,Camp,2,9,9,9,9,9,9,38700.0
783,Camp,3,9,9,9,9,9,9,50400.0
623,Camp,2,9,9,9,9,9,9,49200.0
561,Camp,1,9,9,9,9,9,9,58200.0
576,Camp,2,9,9,9,9,9,9,36900.0
751,Camp,2,9,9,9,9,9,9,30000.0
731,Camp,2,9,9,9,9,9,9,47100.0
863,Camp,3,9,9,9,9,9,9,37500.0
547,Camp,2,9,9,9,9,9,9,13500.0
447,Camp,1,9,9,9,9,9,9,13500.0
699,Camp,2,9,9,9,9,9,9,16500.0
557,Camp,2,9,9,9,9,9,9,10500.0
800,Vasai east,2,9,9,9,9,9,9,10500.0
800,Vasai east,2,9,9,9,9,9,9,40500.0
1000,Talegaon,2,9,9,9,9,9,9,33000.0
685,Undri,1,9,9,9,9,9,9,60000.0
650,Undri,1,9,9,9,9,9,9,46500.0
1072,Malad East,1,9,9,9,9,9,9,49500.0
686,Malad East,1,9,9,9,9,9,9,52500.0
1250,Malad East,2,9,9,9,9,9,9,66000.0
1023,Malad East,2,9,9,9,9,9,9,39000.0
1115,Malad East,1,9,9,9,9,9,9,69600.0
1122,Baner,1,9,9,9,9,9,9,34500.0
1266,Malad East,2,9,9,9,9,9,9,40500.0
960,Malad East,1,9,9,9,9,9,9,27600.0
1660,Malad East,3,9,9,9,9,9,9,27600.0
760,Malad East,1,9,9,9,9,9,9,28500.0
850,Goregaon East,2,9,9,9,9,9,9,33000.0
696,Malad East,1,9,9,9,9,9,9,28500.0
594,Malad East,1,9,9,9,9,9,9,22500.0
709,Kondhwa,1,9,9,9,9,9,9,21600.0
800,Malad East,1,9,9,9,9,9,9,10500.0
742,Malad East,1,9,9,9,9,9,9,10400.0
552,Malad East,1,9,9,9,9,9,9,10600.0
490,Malad East,1,9,9,9,9,9,9,9600.0
607,Pimpri,1,9,9,9,9,9,9,14400.0
625,Pimpri,1,9,9,9,9,9,9,89700.0
607,Pimpri,1,9,9,9,9,9,9,111000.0
600,Pimpri,1,9,9,9,9,9,9,36600.0
800,Pimpri,2,9,9,9,9,9,9,36000.0
1399,Pashan,3,9,9,9,9,9,9,88500.0
2419,Malad East,4,9,9,9,9,9,9,25500.0
855,Malad East,2,9,9,9,9,9,9,25500.0
1021,Malad East,2,9,9,9,9,9,9,9800.0
1818,Malad East,3,9,9,9,9,9,9,16500.0
1045,Pimpri,2,9,9,9,9,9,9,9900.0
1045,Pimpri,2,9,9,9,9,9,9,16000.0
600,Pimpri,1,9,9,9,9,9,9,10500.0
1050,Nalasopara East,2,9,9,9,9,9,9,10200.0
975,Nalasopara East,2,9,9,9,9,9,9,10500.0
660,Nalasopara East,1,9,9,9,9,9,9,15800.0
850,Vasai east,2,9,9,9,9,9,9,105000.0
670,Nalasopara East,1,9,9,9,9,9,9,118500.0
670,Nalasopara East,1,9,9,9,9,9,9,91200.0
1050,Nalasopara East,2,9,9,9,9,9,9,175500.0
1800,Santacruz East,3,9,9,9,9,9,9,6300.0
1100,Bandra East,2,9,9,9,9,9,9,7200.0
1980,Bandra East,3,9,9,9,9,9,9,13300.0
1700,Bandra East,3,9,9,9,9,9,9,13500.0
3000,Bandra East,4,9,9,9,9,9,9,21000.0
585,Talegaon,1,9,9,9,9,9,9,9400.0
585,Talegaon,1,9,9,9,9,9,9,9500.0
418,Virar,2,9,9,9,9,9,9,26200.0
454,Virar,2,9,9,9,9,9,9,20700.0
764,Virar,3,9,9,9,9,9,9,8700.0
338,Virar,1,9,9,9,9,9,9,11800.0
372,Virar,1,9,9,9,9,9,9,15000.0
1335,Virar,4,9,9,9,9,9,9,15000.0
737,Virar,3,9,9,9,9,9,9,9000.0
412,Virar,1,9,9,9,9,9,9,10800.0
510,Virar,2,9,9,9,9,9,9,7800.0
300,Kandivali East,1,9,9,9,9,9,9,6900.0
960,Undri,2,9,9,9,9,9,9,7800.0
540,Vasai east,1,9,9,9,9,9,9,7400.0
800,Talegaon,2,9,9,9,9,9,9,7400.0
620,Talegaon,1,9,9,9,9,9,9,142500.0
585,Talegaon,1,9,9,9,9,9,9,9800.0
620,Talegaon,1,9,9,9,9,9,9,12000.0
620,Talegaon,1,9,9,9,9,9,9,18000.0
545,Talegaon,1,9,9,9,9,9,9,18000.0
1632,Aundh,3,9,9,9,9,9,9,25500.0
600,Pimpri,1,9,9,9,9,9,9,9800.0
565,Pimpri,1,9,9,9,9,9,9,63000.0
900,Pimpri,2,9,9,9,9,9,9,91500.0
900,Pimpri,2,9,9,9,9,9,9,54000.0
1050,Pimpri,2,9,9,9,9,9,9,12600.0
635,Virar,1,9,9,9,9,9,9,10900.0
1250,Aundh,2,9,9,9,9,9,9,11300.0
1250,Aundh,2,9,9,9,9,9,9,11200.0
1200,Aundh,2,9,9,9,9,9,9,12200.0
935,Virar,2,9,9,9,9,9,9,11300.0
805,Virar,1,9,9,9,9,9,9,11700.0
840,Virar,2,9,9,9,9,9,9,10300.0
830,Virar,1,9,9,9,9,9,9,8000.0
905,Virar,2,9,9,9,9,9,9,8500.0
835,Virar,1,9,9,9,9,9,9,11100.0
865,Virar,2,9,9,9,9,9,9,8900.0
760,Virar,1,9,9,9,9,9,9,12800.0
595,Virar,1,9,9,9,9,9,9,7600.0
630,Virar,1,9,9,9,9,9,9,12000.0
820,Virar,2,9,9,9,9,9,9,10200.0
660,Virar,1,9,9,9,9,9,9,12300.0
950,Virar,2,9,9,9,9,9,9,12000.0
560,Virar,1,9,9,9,9,9,9,8300.0
890,Virar,2,9,9,9,9,9,9,12100.0
755,Virar,1,9,9,9,9,9,9,10900.0
910,Virar,2,9,9,9,9,9,9,12400.0
890,Virar,2,9,9,9,9,9,9,9000.0
615,Virar,1,9,9,9,9,9,9,13200.0
910,Virar,2,9,9,9,9,9,9,11700.0
810,Virar,1,9,9,9,9,9,9,11900.0
915,Virar,2,9,9,9,9,9,9,8800.0
665,Virar,1,9,9,9,9,9,9,11500.0
980,Virar,2,9,9,9,9,9,9,11400.0
830,Virar,2,9,9,9,9,9,9,8600.0
880,Virar,2,9,9,9,9,9,9,9300.0
630,Virar,1,9,9,9,9,9,9,14700.0
627,Virar,2,9,9,9,9,9,9,7800.0
830,Virar,2,9,9,9,9,9,9,6900.0
690,Virar,1,9,9,9,9,9,9,7500.0
605,Talegaon,1,9,9,9,9,9,9,9900.0
755,Hinjewadi,1,9,9,9,9,9,9,9300.0
620,Nalasopara West,1,9,9,9,9,9,9,9300.0
572,Undri,1,9,9,9,9,9,9,9700.0
560,Nalasopara West,1,9,9,9,9,9,9,19800.0
650,Virar,1,9,9,9,9,9,9,15900.0
715,Virar,1,9,9,9,9,9,9,162300.0
715,Virar,1,9,9,9,9,9,9,78000.0
506,Virar,1,9,9,9,9,9,9,8800.0
750,Bhayandar East,2,9,9,9,9,9,9,8700.0
615,Kothrud,1,9,9,9,9,9,9,9600.0
2200,Wakad,4,9,9,9,9,9,9,23700.0
1760,Malad East,3,9,9,9,9,9,9,15400.0
630,Virar,1,9,9,9,9,9,9,82800.0
640,Virar,1,9,9,9,9,9,9,49800.0
585,Pimpri,1,9,9,9,9,9,9,73800.0
925,Kothrud,2,9,9,9,9,9,9,47700.0
645,Bhayandar East,1,9,9,9,9,9,9,22500.0
1318,Wakad,3,9,9,9,9,9,9,15100.0
838,Wakad,2,9,9,9,9,9,9,52500.0
1167,Wakad,3,9,9,9,9,9,9,49800.0
798,Wakad,2,9,9,9,9,9,9,32400.0
500,Goregaon East,1,9,9,9,9,9,9,48300.0
300,Kandivali East,1,9,9,9,9,9,9,34500.0
1200,Kandivali East,3,9,9,9,9,9,9,25500.0
1275,Hinjewadi,3,9,9,9,9,9,9,14500.0
858,Hinjewadi,2,9,9,9,9,9,9,34500.0
1222,Hinjewadi,3,9,9,9,9,9,9,22900.0
894,Hinjewadi,2,9,9,9,9,9,9,19400.0
1307,Hinjewadi,2,9,9,9,9,9,9,51000.0
742,Hinjewadi,1,9,9,9,9,9,9,9600.0
1771,Hinjewadi,3,9,9,9,9,9,9,33900.0
1172,Hinjewadi,2,9,9,9,9,9,9,10300.0
993,Hinjewadi,1,9,9,9,9,9,9,47100.0
2621,Hinjewadi,4,9,9,9,9,9,9,45600.0
490,Hinjewadi,1,9,9,9,9,9,9,24900.0
1750,Hinjewadi,3,9,9,9,9,9,9,23800.0
530,Hinjewadi,1,9,9,9,9,9,9,39000.0
2420,Hinjewadi,4,9,9,9,9,9,9,48600.0
2351,Hinjewadi,3,9,9,9,9,9,9,33600.0
1275,Hinjewadi,2,9,9,9,9,9,9,27000.0
1220,Hinjewadi,2,9,9,9,9,9,9,17700.0
2010,Hinjewadi,3,9,9,9,9,9,9,25500.0
2495,Hinjewadi,4,9,9,9,9,9,9,19500.0
1726,Hinjewadi,3,9,9,9,9,9,9,14100.0
1100,Wakad,2,9,9,9,9,9,9,7200.0
600,Wakad,1,9,9,9,9,9,9,46500.0
840,Wakad,2,9,9,9,9,9,9,16700.0
670,Wakad,1,9,9,9,9,9,9,34500.0
310,Kandivali East,1,9,9,9,9,9,9,36300.0
620,Nalasopara West,1,9,9,9,9,9,9,33000.0
1250,Aundh,2,9,9,9,9,9,9,53100.0
705,Kothrud,1,9,9,9,9,9,9,39000.0
641,Wakad,2,9,9,9,9,9,9,36300.0
676,Wakad,2,9,9,9,9,9,9,47400.0
616,Wakad,2,9,9,9,9,9,9,112800.0
984,Wakad,3,9,9,9,9,9,9,166200.0
725,Wakad,2,9,9,9,9,9,9,31500.0
676,Wakad,2,9,9,9,9,9,9,32100.0
880,Wakad,3,9,9,9,9,9,9,22500.0
1630,Wakad,4,9,9,9,9,9,9,14600.0
2250,Wakad,4,9,9,9,9,9,9,10500.0
675,Wakad,2,9,9,9,9,9,9,9600.0
693,Wakad,2,9,9,9,9,9,9,9600.0
1250,Vasai east,3,9,9,9,9,9,9,15300.0
970,Nalasopara East,2,9,9,9,9,9,9,12000.0
730,Talegaon,1,9,9,9,9,9,9,19500.0
600,Talegaon,1,9,9,9,9,9,9,9900.0
600,Vasai east,1,9,9,9,9,9,9,9900.0
990,Talegaon,2,9,9,9,9,9,9,9900.0
765,Vasai east,2,9,9,9,9,9,9,123300.0
1300,Talegaon,2,9,9,9,9,9,9,60000.0
600,Talegaon,1,9,9,9,9,9,9,39600.0
620,Talegaon,1,9,9,9,9,9,9,27900.0
620,Talegaon,1,9,9,9,9,9,9,50400.0
1737,Kharadi,4,9,9,9,9,9,9,64500.0
1000,Kharadi,2,9,9,9,9,9,9,39600.0
1525,Kothrud,3,9,9,9,9,9,9,27900.0
1060,Kothrud,2,9,9,9,9,9,9,50400.0
800,Camp,2,9,9,9,9,9,9,78000.0
881,Camp,2,9,9,9,9,9,9,66000.0
1525,Kothrud,3,9,9,9,9,9,9,108000.0
1060,Kothrud,2,9,9,9,9,9,9,99000.0
800,Camp,2,9,9,9,9,9,9,85500.0
1350,Kandivali East,3,9,9,9,9,9,9,68400.0
1150,Kharadi,3,9,9,9,9,9,9,63000.0
1786,Kandivali East,3,9,9,9,9,9,9,55500.0
1400,Kandivali East,3,9,9,9,9,9,9,67500.0
1700,Borivali East,3,9,9,9,9,9,9,11400.0
1050,Kandivali East,2,9,9,9,9,9,9,98700.0
1050,Kandivali East,2,9,9,9,9,9,9,78000.0
1150,Baner,3,9,9,9,9,9,9,24300.0
994,Pashan,2,9,9,9,9,9,9,108000.0
657,Bhiwandi,1,9,9,9,9,9,9,17100.0
1250,Aundh,2,9,9,9,9,9,9,96000.0
1250,Aundh,2,9,9,9,9,9,9,66000.0
560,Kothrud,2,9,9,9,9,9,9,39000.0
1850,Aundh,3,9,9,9,9,9,9,43500.0
905,Wakad,2,9,9,9,9,9,9,97500.0
1113,Andheri East,3,9,9,9,9,9,9,76500.0
742,Andheri East,2,9,9,9,9,9,9,64200.0
426,Andheri East,1,9,9,9,9,9,9,65400.0
451,Andheri East,1,9,9,9,9,9,9,65100.0
1124,Andheri East,3,9,9,9,9,9,9,99300.0
878,Andheri East,3,9,9,9,9,9,9,65400.0
678,Andheri East,2,9,9,9,9,9,9,76200.0
716,Andheri East,2,9,9,9,9,9,9,76800.0
651,Viman Nagar,2,9,9,9,9,9,9,113400.0
928,Viman Nagar,3,9,9,9,9,9,9,105300.0
642,Viman Nagar,2,9,9,9,9,9,9,96300.0
735,Viman Nagar,2,9,9,9,9,9,9,79500.0
788,Viman Nagar,2,9,9,9,9,9,9,162600.0
1094,Viman Nagar,3,9,9,9,9,9,9,103800.0
1020,Viman Nagar,3,9,9,9,9,9,9,100200.0
928,Viman Nagar,3,9,9,9,9,9,9,66600.0
772,Viman Nagar,2,9,9,9,9,9,9,81900.0
1613,Viman Nagar,4,9,9,9,9,9,9,83700.0
1023,Viman Nagar,3,9,9,9,9,9,9,110700.0
997,Viman Nagar,3,9,9,9,9,9,9,38700.0
645,Viman Nagar,2,9,9,9,9,9,9,90000.0
733,Viman Nagar,2,9,9,9,9,9,9,178800.0
744,Viman Nagar,2,9,9,9,9,9,9,137100.0
970,Viman Nagar,3,9,9,9,9,9,9,71100.0
1235,Kothrud,2,9,9,9,9,9,9,78600.0
2000,Bhandup West,3,9,9,9,9,9,9,66300.0
3975,Bhandup West,4,9,9,9,9,9,9,92700.0
3050,Bhandup West,4,9,9,9,9,9,9,83700.0
1585,Bhandup West,2,9,9,9,9,9,9,26800.0
1750,Bhandup West,3,9,9,9,9,9,9,49500.0
1475,Bhandup West,2,9,9,9,9,9,9,52500.0
2065,Bhandup West,3,9,9,9,9,9,9,14400.0
1865,Bhandup West,3,9,9,9,9,9,9,18000.0
650,Pashan,1,9,9,9,9,9,9,48000.0
950,Viman Nagar,2,9,9,9,9,9,9,45000.0
1100,Viman Nagar,2,9,9,9,9,9,9,14700.0
625,Wakad,1,9,9,9,9,9,9,52500.0
905,Wakad,2,9,9,9,9,9,9,57000.0
902,Andheri East,2,9,9,9,9,9,9,55500.0
850,Andheri East,2,9,9,9,9,9,9,63000.0
350,Kondhwa,1,9,9,9,9,9,9,50400.0
1335,Belapur,2,9,9,9,9,9,9,120000.0
1290,Viman Nagar,1,9,9,9,9,9,9,14700.0
970,Viman Nagar,2,9,9,9,9,9,9,27000.0
1135,Viman Nagar,2,9,9,9,9,9,9,142500.0
1135,Viman Nagar,2,9,9,9,9,9,9,27900.0
1850,Seawoods,3,9,9,9,9,9,9,22500.0
350,Kondhwa,1,9,9,9,9,9,9,22500.0
520,Kharadi,1,9,9,9,9,9,9,22500.0
2400,Baner,4,9,9,9,9,9,9,6000.0
1060,Kothrud,2,9,9,9,9,9,9,48000.0
1050,Pimpri,2,9,9,9,9,9,9,45000.0
1350,Wagholi,2,9,9,9,9,9,9,39000.0
1350,Wagholi,2,9,9,9,9,9,9,18900.0
365,Nalasopara East,1,9,9,9,9,9,9,22200.0
902,Andheri East,2,9,9,9,9,9,9,126000.0
850,Andheri East,2,9,9,9,9,9,9,22500.0
1150,Nerul,2,9,9,9,9,9,9,50100.0
550,Wakad,1,9,9,9,9,9,9,20400.0
650,Wakad,1,9,9,9,9,9,9,52500.0
1850,Aundh,3,9,9,9,9,9,9,13500.0
1050,Pimpri,2,9,9,9,9,9,9,27600.0
1150,Baner,2,9,9,9,9,9,9,28800.0
800,Pimpri,2,9,9,9,9,9,9,28800.0
1335,Belapur,2,9,9,9,9,9,9,15000.0
565,Kothrud,1,9,9,9,9,9,9,56400.0
940,Wakad,2,9,9,9,9,9,9,25500.0
580,Baner,1,9,9,9,9,9,9,89700.0
580,Baner,1,9,9,9,9,9,9,56700.0
750,Dombivali,2,9,9,9,9,9,9,27000.0
1299,Pashan,2,9,9,9,9,9,9,24000.0
880,Wakad,2,9,9,9,9,9,9,33000.0
1500,Pashan,3,9,9,9,9,9,9,54000.0
1299,Pashan,2,9,9,9,9,9,9,95700.0
560,Andheri East,1,9,9,9,9,9,9,66000.0
990,Kothrud,2,9,9,9,9,9,9,45000.0
1341,Kothrud,3,9,9,9,9,9,9,46500.0
1565,Wakad,3,9,9,9,9,9,9,48000.0
2050,Malad East,3,9,9,9,9,9,9,57000.0
885,Viman Nagar,2,9,9,9,9,9,9,60000.0
630,Viman Nagar,1,9,9,9,9,9,9,64500.0
915,Viman Nagar,2,9,9,9,9,9,9,36000.0
1150,Pashan,2,9,9,9,9,9,9,9600.0
770,Viman Nagar,2,9,9,9,9,9,9,48000.0
1070,Viman Nagar,2,9,9,9,9,9,9,75000.0
1198,Viman Nagar,2,9,9,9,9,9,9,75600.0
600,Viman Nagar,1,9,9,9,9,9,9,75000.0
365,Kamothe,1,9,9,9,9,9,9,76800.0
1150,Viman Nagar,2,9,9,9,9,9,9,67500.0
1750,Kandivali East,3,9,9,9,9,9,9,67500.0
1750,Kandivali East,3,9,9,9,9,9,9,24000.0
1750,Kandivali East,3,9,9,9,9,9,9,22800.0
1750,Kandivali East,3,9,9,9,9,9,9,7200.0
1655,Kandivali East,3,9,9,9,9,9,9,26700.0
1655,Kandivali East,3,9,9,9,9,9,9,43500.0
990,Kothrud,2,9,9,9,9,9,9,67500.0
960,Kothrud,2,9,9,9,9,9,9,67500.0
540,Naigaon East,1,9,9,9,9,9,9,24000.0
635,Baner,1,9,9,9,9,9,9,22800.0
580,Baner,2,9,9,9,9,9,9,67500.0
935,Baner,2,9,9,9,9,9,9,82500.0
1655,Kandivali East,3,9,9,9,9,9,9,67500.0
990,Kothrud,2,9,9,9,9,9,9,58500.0
960,Kothrud,2,9,9,9,9,9,9,45000.0
1250,Dahisar,3,9,9,9,9,9,9,46800.0
1196,Dahisar,3,9,9,9,9,9,9,49500.0
1196,Dahisar,3,9,9,9,9,9,9,25200.0
855,Dahisar,2,9,9,9,9,9,9,46500.0
1000,Kandivali East,2,9,9,9,9,9,9,22200.0
732,Baner,2,9,9,9,9,9,9,85500.0
756,Baner,2,9,9,9,9,9,9,82500.0
515,Baner,1,9,9,9,9,9,9,72000.0
900,Kandivali East,2,9,9,9,9,9,9,39000.0
932,Wakad,2,9,9,9,9,9,9,28200.0
940,Viman Nagar,2,9,9,9,9,9,9,45000.0
1045,Viman Nagar,2,9,9,9,9,9,9,40800.0
1444,Viman Nagar,3,9,9,9,9,9,9,27600.0
600,Viman Nagar,1,9,9,9,9,9,9,28800.0
680,Kandivali East,2,9,9,9,9,9,9,28800.0
870,Viman Nagar,2,9,9,9,9,9,9,15000.0
1050,Chandivali,1,9,9,9,9,9,9,33000.0
940,Wakad,2,9,9,9,9,9,9,49500.0
580,Baner,1,9,9,9,9,9,9,28200.0
580,Baner,1,9,9,9,9,9,9,48900.0
750,Dombivali,2,9,9,9,9,9,9,22500.0
1341,Kothrud,3,9,9,9,9,9,9,22500.0
756,Baner,2,9,9,9,9,9,9,45000.0
680,Kandivali East,2,9,9,9,9,9,9,40800.0
1090,Kandivali East,2,9,9,9,9,9,9,72000.0
460,Kandivali East,1,9,9,9,9,9,9,85500.0
460,Kandivali East,1,9,9,9,9,9,9,94500.0
870,Viman Nagar,2,9,9,9,9,9,9,7800.0
1050,Chandivali,1,9,9,9,9,9,9,60000.0
1350,Viman Nagar,3,9,9,9,9,9,9,54300.0
1050,Viman Nagar,2,9,9,9,9,9,9,54300.0
1750,Viman Nagar,3,9,9,9,9,9,9,55500.0
690,Nere,1,9,9,9,9,9,9,79500.0
950,Santacruz East,2,9,9,9,9,9,9,30000.0
1100,Pashan,2,9,9,9,9,9,9,55500.0
1100,Pashan,2,9,9,9,9,9,9,57300.0
1100,Pashan,2,9,9,9,9,9,9,37500.0
1060,Viman Nagar,2,9,9,9,9,9,9,43500.0
602,Viman Nagar,1,9,9,9,9,9,9,52500.0
1150,Viman Nagar,2,9,9,9,9,9,9,55500.0
1050,Viman Nagar,2,9,9,9,9,9,9,60000.0
600,Viman Nagar,1,9,9,9,9,9,9,87000.0
900,Viman Nagar,2,9,9,9,9,9,9,29400.0
1065,Andheri East,2,9,9,9,9,9,9,42600.0
1100,Viman Nagar,2,9,9,9,9,9,9,55500.0
1250,Viman Nagar,2,9,9,9,9,9,9,19500.0
1150,Viman Nagar,2,9,9,9,9,9,9,66000.0
555,Viman Nagar,1,9,9,9,9,9,9,26700.0
1100,Viman Nagar,2,9,9,9,9,9,9,43500.0
1155,Viman Nagar,2,9,9,9,9,9,9,67500.0
645,Ghansoli,1,9,9,9,9,9,9,67500.0
1655,Kandivali East,3,9,9,9,9,9,9,43500.0
635,Baner,1,9,9,9,9,9,9,82500.0
580,Baner,2,9,9,9,9,9,9,67500.0
935,Baner,2,9,9,9,9,9,9,58500.0
935,Baner,2,9,9,9,9,9,9,45000.0
995,Kandivali East,2,9,9,9,9,9,9,46800.0
1196,Dahisar,3,9,9,9,9,9,9,6000.0
1196,Dahisar,3,9,9,9,9,9,9,103500.0
855,Dahisar,2,9,9,9,9,9,9,102000.0
1000,Kandivali East,2,9,9,9,9,9,9,42000.0
732,Baner,2,9,9,9,9,9,9,25500.0
575,Talegaon,1,9,9,9,9,9,9,25500.0
2465,Kandivali East,4,9,9,9,9,9,9,27900.0
2365,Kandivali East,4,9,9,9,9,9,9,41100.0
1000,Kandivali East,2,9,9,9,9,9,9,27000.0
550,Andheri East,1,9,9,9,9,9,9,40500.0
550,Andheri East,1,9,9,9,9,9,9,54300.0
1010,Wakad,3,9,9,9,9,9,9,55500.0
775,Baner,2,9,9,9,9,9,9,55200.0
570,Malad East,1,9,9,9,9,9,9,54000.0
820,Malad East,2,9,9,9,9,9,9,54600.0
1100,Pashan,2,9,9,9,9,9,9,31500.0
1100,Pashan,2,9,9,9,9,9,9,60000.0
1100,Pashan,1,9,9,9,9,9,9,40500.0
1100,Pashan,1,9,9,9,9,9,9,58500.0
1100,Pashan,1,9,9,9,9,9,9,84000.0
585,Viman Nagar,1,9,9,9,9,9,9,78000.0
1120,Viman Nagar,2,9,9,9,9,9,9,8600.0
650,Viman Nagar,1,9,9,9,9,9,9,52500.0
855,Dahisar,2,9,9,9,9,9,9,70500.0
2000,Sinhagad Road,3,9,9,9,9,9,9,28500.0
1600,Sinhagad Road,3,9,9,9,9,9,9,60000.0
540,Naigaon East,1,9,9,9,9,9,9,60000.0
1000,Viman Nagar,1,9,9,9,9,9,9,78000.0
1300,Viman Nagar,3,9,9,9,9,9,9,66000.0
650,Andheri East,1,9,9,9,9,9,9,28500.0
1070,Viman Nagar,2,9,9,9,9,9,9,51000.0
1000,Viman Nagar,2,9,9,9,9,9,9,85500.0
980,Viman Nagar,2,9,9,9,9,9,9,63000.0
985,Viman Nagar,2,9,9,9,9,9,9,42000.0
600,Viman Nagar,1,9,9,9,9,9,9,82500.0
1000,Viman Nagar,1,9,9,9,9,9,9,79500.0
1150,Viman Nagar,2,9,9,9,9,9,9,30000.0
1198,Viman Nagar,2,9,9,9,9,9,9,55500.0
1100,Viman Nagar,2,9,9,9,9,9,9,57300.0
916,Viman Nagar,2,9,9,9,9,9,9,37500.0
1060,Viman Nagar,2,9,9,9,9,9,9,43500.0
602,Viman Nagar,1,9,9,9,9,9,9,52500.0
1150,Viman Nagar,2,9,9,9,9,9,9,55500.0
1050,Viman Nagar,2,9,9,9,9,9,9,60000.0
600,Viman Nagar,1,9,9,9,9,9,9,87000.0
900,Viman Nagar,2,9,9,9,9,9,9,29400.0
1065,Andheri East,2,9,9,9,9,9,9,42600.0
1100,Viman Nagar,2,9,9,9,9,9,9,55500.0
1250,Viman Nagar,2,9,9,9,9,9,9,19500.0
1150,Viman Nagar,2,9,9,9,9,9,9,66000.0
555,Viman Nagar,1,9,9,9,9,9,9,54000.0
1100,Viman Nagar,2,9,9,9,9,9,9,50100.0
1155,Viman Nagar,2,9,9,9,9,9,9,20400.0
645,Ghansoli,1,9,9,9,9,9,9,64500.0
1655,Kandivali East,3,9,9,9,9,9,9,64500.0
1100,Pashan,2,9,9,9,9,9,9,24000.0
770,Baner,2,9,9,9,9,9,9,24000.0
1120,Dombivali,3,9,9,9,9,9,9,54000.0
1350,Aundh,2,9,9,9,9,9,9,34500.0
1350,Aundh,2,9,9,9,9,9,9,6000.0
1155,Wagholi,2,9,9,9,9,9,9,75000.0
1155,Wagholi,2,9,9,9,9,9,9,57000.0
1100,Pashan,2,9,9,9,9,9,9,15900.0
650,Baner,1,9,9,9,9,9,9,90000.0
590,Talegaon,1,9,9,9,9,9,9,63000.0
1600,Kandivali East,3,9,9,9,9,9,9,97500.0
900,Aundh,2,9,9,9,9,9,9,46500.0
933,Pimpri,2,9,9,9,9,9,9,75000.0
1120,Kandivali East,3,9,9,9,9,9,9,7200.0
950,Kharadi,2,9,9,9,9,9,9,154500.0
1545,Viman Nagar,2,9,9,9,9,9,9,24000.0
850,Andheri East,2,9,9,9,9,9,9,34500.0
1350,Viman Nagar,3,9,9,9,9,9,9,27600.0
425,Vangani,1,9,9,9,9,9,9,27900.0
1170,Matunga,3,9,9,9,9,9,9,12000.0
850,Koper Khairane,2,9,9,9,9,9,9,11100.0
1260,Wagholi,2,9,9,9,9,9,9,40500.0
1160,Kothrud,2,9,9,9,9,9,9,17400.0
1060,Kothrud,2,9,9,9,9,9,9,13200.0
690,Karanjade,1,9,9,9,9,9,9,12300.0
990,Kewale,2,9,9,9,9,9,9,16800.0
750,Camp,1,9,9,9,9,9,9,66000.0
540,Kothrud,1,9,9,9,9,9,9,26400.0
490,Kothrud,1,9,9,9,9,9,9,17100.0
530,Kothrud,1,9,9,9,9,9,9,26400.0
540,Kothrud,1,9,9,9,9,9,9,19500.0
1600,Wakad,3,9,9,9,9,9,9,36000.0
1073,Kothrud,2,9,9,9,9,9,9,22200.0
650,Kothrud,1,9,9,9,9,9,9,24000.0
1235,Wagholi,2,9,9,9,9,9,9,35400.0
1332,Bhiwandi,3,9,9,9,9,9,9,40500.0
851,Sanpada,2,9,9,9,9,9,9,64500.0
576,Sanpada,1,9,9,9,9,9,9,60000.0
600,Sanpada,1,9,9,9,9,9,9,58500.0
900,Sanpada,2,9,9,9,9,9,9,33000.0
910,Sanpada,2,9,9,9,9,9,9,58500.0
1645,Sanpada,3,9,9,9,9,9,9,33000.0
1250,Sanpada,3,9,9,9,9,9,9,27000.0
1215,Sanpada,3,9,9,9,9,9,9,54000.0
1580,Wagholi,3,9,9,9,9,9,9,27000.0
1215,Sanpada,3,9,9,9,9,9,9,66000.0
1580,Wagholi,3,9,9,9,9,9,9,67500.0
600,Sanpada,1,9,9,9,9,9,9,49500.0
1435,Sanpada,2,9,9,9,9,9,9,23700.0
600,Sanpada,1,9,9,9,9,9,9,72000.0
1640,Sanpada,3,9,9,9,9,9,9,14200.0
1650,Sanpada,3,9,9,9,9,9,9,94500.0
1313,Sanpada,2,9,9,9,9,9,9,27600.0
1491,Bhiwandi,3,9,9,9,9,9,9,27600.0
